	src	mt	score
425	Center field is the area of the outfield directly in front of a person standing at home plate and facing beyond the pitcher's mound.	中場(英语:Central field)是外場的面積,直接在一個球員的前方,站在主場板上,並且向外的投手的丘陵。	-21.0
426	"Battle Picture Weekly co-creator Pat Mills worked with freelance writer Gerry Finley-Day on ""D-Day Dawson"" for the launch issue of the new IPC Magazines title through 1974."	《Battle Picture Weekly》的共同制作人帕特·米尔斯(英语:Pat Mills)与自由撰稿人杰里·芬利·戴(英语:Gerry Finley-Day)共同制作了《D-Day Dawson》(英语:D-Day Dawson)。	-12.0
427	"Shot during the lockdown, ""Space and Time,"" a carefree video with beautifully lush green trees and grass served as the background for the singer's countryside oasis."	在封锁期间拍摄的“Space and Time”是一个无忧无虑的视频,带有美丽的绿色树木和草地,作为歌手的乡村绿地的背景。	-4.0
428	As the horses continued to gallop toward a wagon waiting at a railway crossing, Albert jumped for his life from the carriage.	当马继续驶向在火车过境处等候的货车时,阿尔伯特从马车上跳下来。	-11.0
429	Aristorenas signed with United City in 2020, a club that had once been Ceres–Negros but had undergone a change in management.	阿里斯托雷纳斯在2020年与联合城签约,这是一个曾经是塞雷斯 - 内格罗斯的俱乐部,但在管理层发生了变化。	-2.0
430	Following his appointment as military governor of the Gaza district, Albuquerque captured Gungunhana with a small force.	在他被任命为加沙地带的军事州长后,阿尔布克尔克用小型部队俘获了冈旺纳。	-13.0
431	Oleksandr Volodymyrovych Makhov (Ukrainian: Олександр Володимирович Махов, 17 April 1986, Voroshylovhrad – 4 May 2022, Dovhenke, Kharkiv Oblast) is a Ukrainian serviceman, sergeant of the Armed Forces of Ukraine, military journalist, participant of the Russian-Ukrainian war.	亞歷山大·沃洛迪米羅維奇·馬霍夫(烏克蘭語:Александр Владимирович Махов,1986年4月17日-2022年5月4日)是一位烏克蘭軍人、軍官、軍事記者、俄羅斯-烏克蘭戰爭的參與者。	-25.0
432	Dating back to the 17th century, the stepwell remained into use well into the 20th century, acting as one of the sources of water for the Gandhi Hospital.	回到17世纪,Stepwell一直在20世纪使用,作为甘地医院的水源之一。	-10.0
433	Kivelä is a retired Finnish ice hockey goaltender who played for Finland's national ice hockey team making 58 appearances overall, as well as appearing at the 1980 Winter Olympics.	基維拉(英语:Kivelä)是芬蘭國家冰球隊的 goaltender,在1980年冬季奧林匹克運動會上陣58次。	-15.0
434	Comedic elements were handled by Kenny, with support from Rickson and Allwin, adding levity and humor to the performance.	喜剧元素由肯尼处理,得到了里克森和艾尔温的支持,为表演添加了柔和和和幽默。	-10.0
435	In February 2021, in reaction to the release of her track, “everybody knows”, Earmilk wrote, “Storme is able to define true-to-genre R&B while still exploring unconventional and uncomfortable topics.” In March 2023, Billboard wrote of her song, “Painkillers”, “the track’s sparse instrumentals — gossamer-like synth, thumping beats and delicate piano — complements her soft vocal delivery.” In April 2023, Storme released “Alt Disco”, which Swidlife praised for its risk-taking and unexpected melding of genres.	2021年2月,在回应她的歌曲发布时,“每个人都知道”,Earmilk写道,“Storme能够定义真正的R&B类型,同时仍在探索非传统和不舒服的主题”。2023年3月,Billboard写道她的歌曲,“Painkillers”,“歌曲的稀缺的乐器 - 像gossamer的合成,打击和精致的钢琴 - 补充了她的软声交付。	-25.0
436	Hammerstein drove the same type of BMW - of the same colour and with almost the same number plate - which was parked nearby.	哈默斯泰因驾驶了同样的型号的宝马——同样的颜色和几乎同样的号码牌——这辆车停在附近。	-3.0
437	During the last few decades, extensive archaeological excavations have been carried out at the site, revealing remains and ancient findings from all periods of the citadel's existence.	在过去的几十年中,该地进行了广泛的考古挖掘,发现了古城所有时期的遗址和古迹。	-5.0
438	He attended University College Falmouth in Falmouth, Cornwall from 2012 to 2015, graduating with a bachelor's degree in film.	他从2012年到2015年参加了法尔穆斯大学学院,毕业于电影学士学位。	-15.0
439	These shows often included him dressing up in hypermasculine archetypes (such as a biker) and using prosthetics to have sex with his partner at the time.	这些表演经常包括他穿着超肉质的原型(如骑自行车)和使用假肢与当时的伴侣发生性关系。	-8.0
440	The Guggershorn with its viewing platform and panorama board has been a popular excursion destination ever since.	古格斯霍恩(Guggershorn)拥有观光平台和俯瞰板,自那以后一直是一个受欢迎的旅游目的地。	-2.0
441	After a few hundred meters, the vehicle was stopped near a maintenance door in the twenty-meter-high noise barrier along the A6 freeway at L'Haÿ-les-Roses, which the kidnappers had planned to use to escape, trapping them with a grenade to avoid being followed.	經過數百公尺後,該車輛在L'Haÿ-les-Roses的A6高速公路沿著20公尺高的噪音屏障的維修門附近停靠,綁架者計劃使用此屏障逃跑,用手榴彈抓住他們以避免被追跡。	-11.0
442	The women's 3000 metres steeplechase event at the 2021 Summer World University Games was held on 4 August 2023 at the Shuangliu Sports Centre Stadium in Chengdu, China.	在2021年夏季世界大学运动会举行的女性3000米滑板赛事于2023年8月4日在中国上海体育中心体育场举行。	-11.0
443	Andrii Ivanovych Dubchak (Ukrainian: Андрій Іванович Дубчак, born 19 October 1976, Kalynivka, Vinnytsia Oblast) is a Ukrainian photographer, videographer, photojournalist, and war correspondent.	安德里伊·伊万诺维奇·杜布恰克(烏克蘭語:Andrei Ivanovych Dubchak,1976年10月19日-)是一位乌克兰摄影师、摄影师、摄影记者和战争记者。	-16.0
444	A consortium of six major oil companies (Chevron, Exxon, Mobil, Shell, Texaco and Unocal) established Santa Clara Waste Water to service their internal disposal needs.	由六家主要石油公司(Chevron,Exxon,Mobil,Shell,Texaco和Unocal)组成的联盟成立了圣克拉拉废水,以满足其内部处置需求。	-8.0
445	The Defence Board may; (a) regulate its operations, how it will carry out its duties, and the responsibilities of its members; (b) delegate any powers or responsibilities of the Board to any member of the Board by notice published in the Official Gazette; (c) consult with any non-members it deems appropriate, including officers commanding units of the Force, on matters pertaining to their units, and the officers shall attend such consultations.	防务委员会可:(a)规管其业务,如何履行其职责,以及其成员的职责;(b)通过在《正式宪报》上发表的公告向任何防务委员会成员委派委员会的任何权力或职责;(c)就与其单位有关的事项同认为适当的任何非成员协商,包括指挥部队单位的军官,军官应参加这些协商。	-19.0
447	At the ambush at Shala bridge, forces were strategically deployed on both flanks of the road, complemented by engineering efforts such as road demolition and the placement of obstructions.	在沙拉大桥的安布什上,武装部队在道路的两侧进行了战略部署,并通过工程努力,如道路拆除和阻碍的部署补充。	-7.0
448	These amounted to an amount much higher than the price of the wagons themselves, as the only existing tariff for railway wagons applied to them was the one prescribed for broad-gauge wagons used on the general railways.	这些费用远高于车辆本身的价格,因为铁路车辆的唯一现有关税是用于一般铁路使用的宽带车辆的关税。	-7.0
449	“Commanded art” are officially approved paintings and other formats of artwork created by prisoners who were working under the commission of the SS personnel in the camp.	“指挥艺术”是官方批准的绘画和其他形式的艺术作品,由囚犯在军队人员在营地下工作。	-15.0
450	HumanIPO is now used by creators, entrepreneurs, venture capitalists, YouTube creators, writers, musicians, and professional athletes.	HumanIPO现在被创作者,企业家,风险投资人,YouTube创作者,作家,音乐家和专业运动员使用。	-2.0
451	Sasha Johnson, a Black Lives Matter activist who survived being shot in the head in Peckham, London in May 2021	萨莎·约翰逊(英语:Sasha Johnson)是一名黑人生活重要活动家,于2021年5月在伦敦佩克汉姆被枪杀身亡	-11.0
452	Rail-based urban transportation had historically been a part of Spokane's development in the early 20th century, with numerous streetcars and trolleys running through the city's core.	在20世纪初,以铁路为基础的都市交通从历史上一直是斯波凯恩的发展的一部分,许多街车和小马车穿过城市的核心。	-15.0
453	"In May 2008 the EP was released, that same month they also released the single ""Love"", with KRS-One and Organized Noize's Sleepy Brown as guest artists."	2008年5月,EP發行,同月他們也發行了單曲「Love」,KRS-One和Organized Noize的Sleepy Brown作為客串藝術家。	-1.0
454	"They hosted the ""Double Star Love Song Concert"" in the Foshan Lingnan Pearl Gymnasium on 31 December 2007 along with Tai Zhengxiao."	他们于2007年12月31日在Foshan Lingnan Pearl Gymnasium与Tai Zhengxiao一起举办了“双星爱情歌曲音乐会”。	-12.0
455	He would continuously campaign to be awarded the Victoria Cross for his actions during the battle, but no such award would be made.	他曾多次竞选获得维多利亚十字勋章,但没有获得这样的勋章。	-11.0
